estado;cidade;populacao;pib;pib_percapita
SÃO PAULO;VÁRZEA PAULISTA;107211;1421194.0;13256.04980469
GOIÁS;RIO QUENTE;3285;49451.97265625;15053.87011719
PIAUÍ;SANTANA DO PIAUÍ;5015;15979.00292969;3186.23999023
RIO GRANDE DO SUL;CARLOS GOMES;1718;20166.66992188;11738.45996094
SÃO PAULO;RIVERSUL;6520;43661.6171875;6696.56982422
ACRE;ASSIS BRASIL;5662;48347.30078125;8538.91015625
PARAÍBA;ARARUNA;20009;78491.8515625;3922.83007812
MINAS GERAIS;JEQUITAÍ;8117;44734.484375;5511.20996094
BAHIA;CONCEIÇÃO DO JACUÍPE;28769;404286.28125;14052.83984375
BAHIA;IBIRAPITANGA;24223;94739.7421875;3911.14990234
GOIÁS;ACREÚNA;19246;292935.15625;15220.5703125
ALAGOAS;SÃO MIGUEL DOS MILAGRES;7601;29789.48828125;3919.14990234
MATO GROSSO;PONTES E LACERDA;39228;523958.28125;13356.74023438
MINAS GERAIS;ÁGUAS FORMOSAS;19310;92617.0078125;4796.31982422
PARANÁ;IMBITUVA;28660;220502.328125;7693.72998047
SÃO PAULO;ALTO ALEGRE;4267;38369.390625;8992.12011719
ESPIRITO SANTO;JOÃO NEIVA;14621;162151.4375;11090.30957031
PIAUÍ;VALENÇA DO PIAUÍ;20303;90192.671875;4442.33007812
MINAS GERAIS;POMPÉU;29929;387824.65625;12958.16015625
ACRE;EPITACIOLÂNDIA;14224;129641.09375;9114.25
MINAS GERAIS;VERÍSSIMO;3991;77581.65625;19439.15039062
PIAUÍ;SÃO JOÃO DA SERRA;6877;22621.08203125;3289.37988281
PIAUÍ;CORONEL JOSÉ DIAS;4484;13511.09667969;3013.17993164
MINAS GERAIS;CACHOEIRA DA PRATA;3936;29977.31835938;7616.18994141
MINAS GERAIS;SÃO GONÇALO DO PARÁ;11246;77404.9296875;6882.89013672
SÃO PAULO;BRAGANÇA PAULISTA;145894;2389078.25;16375.44042969
MATO GROSSO;GENERAL CARNEIRO;5028;98700.0546875;19630.08007812
MARANHÃO;SÃO ROBERTO;5217;17869.60351562;3425.26000977
PARÁ;NOVA ESPERANÇA DO PIRIÁ;24062;69204.703125;2876.10009766
PARANÁ;PATO BRANCO;70160;1345454.625;19176.94921875
MINAS GERAIS;CARAÍ;22392;80639.375;3601.26000977
RIO GRANDE DO NORTE;SENADOR GEORGINO AVELINO;3854;20890.93164062;5420.58007812
MINAS GERAIS;RESPLENDOR;17608;154419.015625;8769.8203125
TOCANTINS;PEDRO AFONSO;10758;219720.21875;20423.890625
SANTA CATARINA;TIMBÓ;35303;857392.6875;24286.6796875
PIAUÍ;SÃO GONÇALO DO PIAUÍ;4485;15585.75195312;3475.08007812
SÃO PAULO;VARGEM GRANDE PAULISTA;44754;632840.3125;14140.41992188
SÃO PAULO;CÁSSIA DOS COQUEIROS;2737;39400.171875;14395.38964844
RIO GRANDE DO NORTE;BAÍA FORMOSA;8811;154971.21875;17588.38085938
PERNAMBUCO;GOIANA;74424;634199.5625;8521.44042969
RIO GRANDE DO SUL;CERRO BRANCO;4673;54877.2421875;11743.46972656
PIAUÍ;JOCA MARQUES;5614;15076.13085938;2685.44995117
PARANÁ;SÃO JOÃO DO CAIUÁ;6152;45573.4296875;7407.89990234
PERNAMBUCO;IGUARACI;12397;45478.7890625;3668.5300293
RIO GRANDE DO SUL;GARRUCHOS;3509;218234.140625;62192.69140625
MATO GROSSO;SANTA CARMEM;4573;182842.890625;39983.140625
BAHIA;ITAPETINGA;66665;658192.25;9873.12988281
MINAS GERAIS;SERITINGA;1818;13994.18945312;7697.56982422
MINAS GERAIS;TAPARUBA;3357;18789.33203125;5597.06005859
RIO GRANDE DO NORTE;BODÓ;2592;16126.94140625;6221.81005859
RIO GRANDE DO SUL;SÃO VENDELINO;1891;28861.82617188;15262.73046875
MATO GROSSO DO SUL;ANGÉLICA;7465;133023.96875;17819.68945312
PARANÁ;SANTANA DO ITARARÉ;5697;45365.75;7963.08984375
PERNAMBUCO;TACARATU;22231;70767.1484375;3183.26000977
PARANÁ;TEIXEIRA SOARES;10548;85131.5625;8070.87011719
SANTA CATARINA;SÃO JOAQUIM;25122;309743.09375;12329.54980469
SANTA CATARINA;PALMA SOLA;8145;118605.6171875;14561.76953125
MATO GROSSO;MIRASSOL D'OESTE;25605;301727.3125;11783.91992188
RIO GRANDE DO SUL;CAPÃO DO LEÃO;24458;318006.34375;13002.13964844
PARÁ;RURÓPOLIS;36068;107944.171875;2992.80004883
MINAS GERAIS;MACHACALIS;7069;37748.45703125;5340.0
PIAUÍ;SUSSUAPARA;5759;23830.77539062;4138.00976562
GOIÁS;HIDROLÂNDIA;14718;257722.515625;17510.69921875
MARANHÃO;GOVERNADOR EDISON LOBÃO;14921;59880.09375;4013.13989258
MINAS GERAIS;CONSOLAÇÃO;1750;10992.83691406;6281.62011719
MARANHÃO;PORTO FRANCO;19503;211566.140625;10847.87988281
BAHIA;UMBURANAS;17096;48177.484375;2818.06005859
PARANÁ;CARAMBEÍ;17537;859779.375;49026.6015625
MATO GROSSO;CANABRAVA DO NORTE;5563;61282.00390625;11016.0
MINAS GERAIS;MUZAMBINHO;20426;217759.796875;10660.91015625
SÃO PAULO;RIBEIRÃO PRETO;563107;14688064.0;26083.97070312
PIAUÍ;UNIÃO;43135;192874.375;4471.41015625
MINAS GERAIS;CASCALHO RICO;2938;33284.22265625;11328.87011719
PARANÁ;JAGUARIAÍVA;33244;527268.25;15860.54980469
PERNAMBUCO;ÁGUA PRETA;30792;127078.7265625;4127.0
MINAS GERAIS;LONTRA;8332;29653.39257812;3558.97998047
SANTA CATARINA;CUNHATAÍ;1948;23290.72070312;11956.21972656
MINAS GERAIS;ITAPECERICA;21200;155813.703125;7349.70019531
MATO GROSSO;ARAPUTANGA;16090;230694.578125;14337.75976562
PARANÁ;IBEMA;6144;59509.87109375;9685.84960938
BAHIA;BREJÕES;12446;92945.0078125;7467.85986328
RIO GRANDE DO SUL;VALE DO SOL;11273;167418.703125;14851.29980469
SANTA CATARINA;SIDERÓPOLIS;12967;227415.109375;17537.99023438
SANTA CATARINA;BARRA VELHA;19861;322263.875;16225.95996094
GOIÁS;NOVA AURORA;2209;20509.70117188;9284.61035156
SANTA CATARINA;BRUSQUE;102280;2431683.25;23774.76953125
GOIÁS;PORTELÂNDIA;3321;103158.140625;31062.36914062
MINAS GERAIS;RECREIO;10538;59628.3125;5658.41015625
MINAS GERAIS;MANTENA;27580;191780.390625;6953.60009766
SÃO PAULO;TIMBURI;2548;29524.6484375;11587.37988281
MINAS GERAIS;WENCESLAU BRAZ;2571;16090.56835938;6258.49023438
RIO GRANDE DO SUL;TRÊS CACHOEIRAS;11022;87440.0546875;7933.22998047
SÃO PAULO;VITÓRIA BRASIL;1662;17446.89453125;10497.53027344
PARANÁ;GUARANIAÇU;16161;165406.515625;10234.91992188
PIAUÍ;FRANCISCO SANTOS;8315;33827.109375;4068.19995117
SANTA CATARINA;SÃO JOSÉ DO CEDRO;14155;258714.359375;18277.24023438
PIAUÍ;JERUMENHA;4490;16912.27539062;3766.64990234
PERNAMBUCO;VENTUROSA;16706;79114.109375;4735.66992188
SANTA CATARINA;BOM JESUS;2427;58548.26171875;24123.72070312
CEARÁ;PEDRA BRANCA;42152;132454.375;3142.30004883
MINAS GERAIS;DORES DE CAMPOS;9821;79840.859375;8129.60986328
MINAS GERAIS;MALACACHETA;18181;88030.6015625;4841.89990234
TOCANTINS;CENTENÁRIO;2485;17933.32617188;7216.62988281
TOCANTINS;SANTA TEREZA DO TOCANTINS;2390;16738.83203125;7003.70019531
TOCANTINS;DOIS IRMÃOS DO TOCANTINS;7254;57289.5703125;7897.64990234
BAHIA;COARACI;22274;88990.53125;3995.26000977
PARANÁ;PORTO VITÓRIA;3833;35696.4375;9312.91992188
MINAS GERAIS;RIO NOVO;9300;54647.140625;5876.04003906
MARANHÃO;DUQUE BACELAR;10827;31129.71484375;2875.18994141
BAHIA;MARCIONÍLIO SOUZA;11061;41508.33203125;3752.66992188
BAHIA;QUEIMADAS;28729;95227.765625;3314.68994141
RONDÔNIA;SÃO FELIPE D'OESTE;6412;71718.96875;11185.12011719
PIAUÍ;BOM JESUS;20511;203856.984375;9938.91015625
SÃO PAULO;PRESIDENTE VENCESLAU;38439;432351.59375;11247.73046875
MARANHÃO;GRAÇA ARANHA;6470;23405.97070312;3617.62011719
RIO GRANDE DO SUL;TUNAS;4551;48574.01953125;10673.25976562
SÃO PAULO;VARGEM;7098;60099.21484375;8467.05957031
PARANÁ;ARAPUÃ;4017;38814.890625;9662.66015625
PARANÁ;PITANGUEIRAS;2822;36812.2421875;13044.74023438
TOCANTINS;PORTO NACIONAL;46722;487393.9375;10431.79003906
MATO GROSSO;CAMPO NOVO DO PARECIS;23784;1389985.25;58442.03125
PARANÁ;ADRIANÓPOLIS;6856;67600.6328125;9860.0703125
PARAÍBA;SALGADINHO;3518;12675.48339844;3603.04003906
RIO GRANDE DO SUL;LAJEADO DO BUGRE;2647;23565.09570312;8902.5703125
MATO GROSSO;NOVA MONTE VERDE;8602;168346.625;19570.640625
TOCANTINS;COLINAS DO TOCANTINS;30666;243218.171875;7931.20019531
ALAGOAS;OLHO D'ÁGUA DO CASADO;8517;27759.3671875;3259.29003906
BAHIA;ITABELA;26704;201399.09375;7541.91015625
RIO GRANDE DO SUL;HARMONIA;3785;73449.2734375;19405.359375
MINAS GERAIS;AÇUCENA;11409;52611.05078125;4611.35986328
RIO GRANDE DO SUL;MARIANO MORO;2304;23514.30859375;10205.86035156
GOIÁS;MAURILÂNDIA;11604;98095.1015625;8453.55957031
RIO GRANDE DO SUL;SENTINELA DO SUL;5598;71049.21875;12691.88964844
CEARÁ;IPAUMIRIM;11999;42898.6640625;3575.18994141
PERNAMBUCO;LAGOA DO ITAENGA;20618;163927.328125;7950.68994141
SÃO PAULO;ITARARÉ;51412;550863.0625;10714.6796875
RIO GRANDE DO SUL;SERTÃO SANTANA;6155;94106.140625;15289.37988281
BAHIA;SALVADOR;2998056;32824228.0;10948.5
PARANÁ;IVAIPORÃ;32157;324679.1875;10096.69042969
CEARÁ;BARBALHA;53011;361385.09375;6817.16992188
MINAS GERAIS;VÁRZEA DA PALMA;36314;602603.0625;16594.23046875
SÃO PAULO;BURITIZAL;4096;245243.796875;59873.96875
PARANÁ;INAJÁ;2876;25419.0703125;8838.33984375
GOIÁS;SANTA HELENA DE GOIÁS;36336;511819.84375;14085.75
SÃO PAULO;UBATUBA;81096;843726.0625;10404.04003906
CEARÁ;ARACOIABA;25351;95183.4140625;3754.62011719
PARÁ;NOVO REPARTIMENTO;55762;237766.78125;4263.95996094
PARANÁ;ARAPONGAS;103025;1918444.875;18621.16015625
RIO GRANDE DO SUL;BUTIÁ;20213;198340.671875;9812.53027344
SÃO PAULO;MACEDÔNIA;3393;37272.37109375;10985.08007812
BAHIA;JUSSIAPE;8043;28544.64453125;3549.0
SÃO PAULO;EMILIANÓPOLIS;3184;31979.79492188;10043.91015625
PARANÁ;VIRMOND;4181;39093.01953125;9350.16015625
SÃO PAULO;HORTOLÂNDIA;205856;4855737.5;23588.02929688
RIO GRANDE DO NORTE;MARCELINO VIEIRA;8331;36583.6171875;4391.25976562
RIO DE JANEIRO;NILÓPOLIS;159408;1503782.75;9433.54980469
MARANHÃO;BARÃO DE GRAJAÚ;17231;73868.296875;4286.93994141
PARÁ;NOVA TIMBOTEUA;12677;44749.25390625;3529.95996094
ALAGOAS;PAULO JACINTO;7772;24402.88085938;3139.85009766
MINAS GERAIS;NATÉRCIA;4773;46966.2890625;9839.99023438
PIAUÍ;ANTÔNIO ALMEIDA;3267;22826.05273438;6986.85009766
PARAÍBA;LASTRO;2894;12315.78808594;4255.62988281
PIAUÍ;SANTA CRUZ DOS MILAGRES;3457;13804.08300781;3993.08007812
SERGIPE;TELHA;2969;16041.54199219;5403.00976562
PIAUÍ;IPIRANGA DO PIAUÍ;9739;33577.5078125;3447.73999023
ESPIRITO SANTO;GUARAPARI;104534;924333.0625;8842.41992188
PARANÁ;JABOTI;5307;33912.83984375;6390.20996094
SÃO PAULO;MIRACATU;23801;169384.6875;7116.70019531
RIO GRANDE DO SUL;CIDREIRA;11885;118177.3046875;9943.40039062
MINAS GERAIS;SÃO JOSÉ DA SAFIRA;4069;18445.08789062;4533.08007812
PERNAMBUCO;CUPIRA;22783;92327.234375;4052.45996094
GOIÁS;SÃO LUÍS DE MONTES BELOS;27793;345585.90625;12434.28027344
MINAS GERAIS;SÃO FÉLIX DE MINAS;3484;19402.95703125;5569.16015625
PIAUÍ;SANTO ANTÔNIO DE LISBOA;5965;28596.89257812;4794.10986328
PARANÁ;SANTO INÁCIO;4956;127319.7421875;25690.01953125
MINAS GERAIS;TAPIRAÍ;1888;28785.10546875;15246.34960938
ALAGOAS;PILAR;32655;174139.0625;5332.68994141
CEARÁ;MISSÃO VELHA;35135;136965.046875;3898.25
ALAGOAS;CACIMBINHAS;10182;39280.7421875;3857.86010742
ALAGOAS;JACUÍPE;7045;29361.71679688;4167.74023438
RIO GRANDE DO SUL;PLANALTO;10734;93892.3671875;8747.19042969
MARANHÃO;PRESIDENTE JUSCELINO;12382;38451.5703125;3105.43994141
GOIÁS;SANTA CRUZ DE GOIÁS;3680;59210.90625;16089.91992188
SÃO PAULO;DOLCINÓPOLIS;2272;21796.19726562;9593.40039062
RIO GRANDE DO NORTE;LAGOA D'ANTA;6164;28359.14257812;4600.77001953
PERNAMBUCO;TUPARETAMA;8678;36445.796875;4199.79003906
RIO DE JANEIRO;PETRÓPOLIS;315119;5831205.0;18504.76953125
PERNAMBUCO;CAMARAGIBE;143210;618538.0625;4319.10009766
GOIÁS;GAMELEIRA DE GOIÁS;3582;77272.7734375;21572.51953125
GOIÁS;ARAGARÇAS;17883;88645.015625;4956.93994141
SÃO PAULO;LAVRINHAS;7002;58571.69140625;8364.99023438
GOIÁS;ARENÓPOLIS;3481;35280.58203125;10135.19042969
RIO GRANDE DO SUL;CAPITÃO;2694;31977.71875;11869.98046875
MINAS GERAIS;VARGEM GRANDE DO RIO PARDO;4924;21605.60546875;4387.81982422
SÃO PAULO;SANTOS;417098;22546134.0;54054.76171875
MARANHÃO;BACABEIRA;15574;95500.625;6132.06005859
PIAUÍ;NOVO SANTO ANTÔNIO;3547;11483.71191406;3237.58007812
SÃO PAULO;ITAÍ;24093;343309.71875;14249.36035156
CEARÁ;GUARAMIRANGA;4070;25825.7578125;6345.39990234
BAHIA;LENÇÓIS;10112;52895.79296875;5230.99023438
BAHIA;ARAMARI;9911;36618.66796875;3694.75
ESPIRITO SANTO;IBITIRAMA;9238;62844.390625;6802.81005859
MINAS GERAIS;CAREAÇU;6286;56834.83203125;9041.49023438
SÃO PAULO;IBATÉ;29714;349127.375;11749.58984375
BAHIA;ILHÉUS;219266;1925639.875;8782.20996094
MINAS GERAIS;SÃO LOURENÇO;42688;370494.4375;8679.12011719
PERNAMBUCO;ARARIPINA;79877;342256.96875;4284.79980469
MINAS GERAIS;CHAPADA GAÚCHA;11368;72452.359375;6373.35986328
MATO GROSSO;COTRIGUAÇU;14965;135221.484375;9035.84960938
MINAS GERAIS;VERMELHO NOVO;4698;25643.0078125;5458.27978516
RIO GRANDE DO SUL;VERANÓPOLIS;26121;639887.625;24497.06054688
BAHIA;ANTÔNIO GONÇALVES;11240;33189.3984375;2952.79003906
RIO GRANDE DO NORTE;JOSÉ DA PENHA;6177;27978.04296875;4529.39013672
SÃO PAULO;PANORAMA;14577;123048.6171875;8441.29003906
SÃO PAULO;ÁGUAS DE SANTA BÁRBARA;5612;101069.890625;18009.59960938
RIO GRANDE DO SUL;EUGÊNIO DE CASTRO;3083;79817.078125;25889.41992188
GOIÁS;BURITINÓPOLIS;3573;15364.06640625;4300.04980469
ESPIRITO SANTO;ATILIO VIVACQUA;9361;98105.6171875;10480.25
MATO GROSSO DO SUL;CAMAPUÃ;13532;231829.265625;17131.9296875
SÃO PAULO;BARRA DO CHAPÉU;5358;33205.44921875;6197.35986328
CEARÁ;SOLONÓPOLE;18025;85114.359375;4722.02001953
MARANHÃO;GOVERNADOR EUGÊNIO BARROS;16503;51424.3125;3116.06005859
SANTA CATARINA;SANTA TEREZINHA DO PROGRESSO;3062;38022.19921875;12417.44042969
BAHIA;ABAÍRA;8821;29147.60742188;3304.34008789
MINAS GERAIS;SÃO JOÃO DO ORIENTE;8128;47056.51171875;5789.43017578
SANTA CATARINA;BALNEÁRIO PIÇARRAS;14845;237103.515625;15971.94042969
GOIÁS;PARAÚNA;11319;259728.625;22946.25
CEARÁ;CRATO;116759;726944.0625;6226.02001953
ALAGOAS;MINADOR DO NEGRÃO;5292;22713.8515625;4292.10986328
BAHIA;SOUTO SOARES;19407;53800.0703125;2772.19995117
PARÁ;SAPUCAIA;5609;43872.1953125;7821.75
SANTA CATARINA;PLANALTO ALEGRE;2767;29832.25390625;10781.44042969
CEARÁ;GRANJEIRO;4999;19908.97460938;3982.59008789
PARAÍBA;INGÁ;18784;74695.015625;3976.52001953
PARANÁ;DOURADINA;6853;205852.890625;30038.359375
ALAGOAS;ANADIA;17740;72170.7265625;4068.25
RIO DE JANEIRO;SÃO FIDÉLIS;39256;381657.59375;9722.26953125
RIO GRANDE DO SUL;PORTÃO;30802;609619.625;19791.56054688
GOIÁS;AMERICANO DO BRASIL;4795;59193.86328125;12344.91015625
GOIÁS;TAQUARAL DE GOIÁS;3471;31021.49609375;8937.33984375
RIO GRANDE DO NORTE;AREIA BRANCA;25394;352249.375;13871.36035156
TOCANTINS;PRESIDENTE KENNEDY;3784;56594.68359375;14956.30957031
RONDÔNIA;PIMENTA BUENO;33984;513631.90625;15113.9296875
SANTA CATARINA;PETROLÂNDIA;6188;102293.9765625;16531.01953125
RIO DE JANEIRO;AREAL;11982;196890.15625;16432.16015625
ALAGOAS;SENADOR RUI PALMEIRA;13110;35231.92578125;2687.40991211
RIO GRANDE DO SUL;ÁGUA SANTA;3619;79701.8515625;22023.16992188
BAHIA;BARRO ALTO;14172;41433.265625;2923.60009766
BAHIA;IBIPITANGA;14408;43890.1875;3046.23999023
SÃO PAULO;JANDIRA;112130;1409889.375;12573.70019531
PIAUÍ;SÃO RAIMUNDO NONATO;32215;155153.0625;4816.16992188
RIO GRANDE DO NORTE;PENDÊNCIAS;13034;104648.15625;8028.85986328
RIO GRANDE DO SUL;FORMIGUEIRO;7214;95122.9375;13185.87988281
RIO DE JANEIRO;NATIVIDADE;15406;187612.1875;12177.87011719
GOIÁS;CÓRREGO DO OURO;2632;29560.24023438;11231.08984375
GOIÁS;IVOLÂNDIA;2738;30326.5546875;11076.16992188
SANTA CATARINA;WITMARSUM;3584;57898.19921875;16154.62988281
MINAS GERAIS;GUAPÉ;13475;110514.640625;8201.45996094
TOCANTINS;SÃO VALÉRIO;5017;46077.2265625;9184.21972656
SÃO PAULO;SÃO JOSÉ DO BARREIRO;4490;31528.9453125;7022.04003906
SÃO PAULO;RIO GRANDE DA SERRA;41602;421630.78125;10134.87011719
BAHIA;CANUDOS;15366;53531.296875;3483.75
BAHIA;JOÃO DOURADO;21990;97669.578125;4441.54980469
PARANÁ;PÉROLA;9665;102002.0546875;10553.75976562
CEARÁ;CARIÚS;19338;58676.28125;3034.25
SÃO PAULO;AREIÓPOLIS;11157;88476.9921875;7930.18017578
MARANHÃO;ITINGA DO MARANHÃO;26125;137673.25;5269.79003906
ALAGOAS;PARICONHA;10539;32510.77148438;3084.81005859
TOCANTINS;MIRACEMA DO TOCANTINS;19740;560943.5625;28416.59960938
MINAS GERAIS;SARDOÁ;5477;23739.77929688;4334.45019531
RIO GRANDE DO SUL;PUTINGA;4242;65779.6953125;15506.75976562
RIO GRANDE DO SUL;NOVA PALMA;6693;130462.4375;19492.36914062
SERGIPE;POÇO VERDE;21882;98134.265625;4484.70019531
MINAS GERAIS;CAMPO AZUL;4020;20342.54492188;5060.33007812
RIO GRANDE DO NORTE;LAGOA SALGADA;7449;31882.97070312;4280.16992188
GOIÁS;TURVELÂNDIA;4068;175399.21875;43116.8203125
ESPIRITO SANTO;DIVINO DE SÃO LOURENÇO;5011;34397.96875;6864.49023438
PARÁ;TUCURUÍ;96010;2170090.0;22602.75
MATO GROSSO DO SUL;CARACOL;5320;74384.765625;13982.09960938
GOIÁS;SÃO FRANCISCO DE GOIÁS;5823;38083.13671875;6540.12011719
SERGIPE;ITABAIANA;86564;665967.625;7693.35986328
BAHIA;CRISTÓPOLIS;14279;47487.671875;3325.69995117
CEARÁ;JAGUARETAMA;18411;82730.8359375;4493.54980469
RIO DE JANEIRO;SÃO JOÃO DE MERITI;469827;4000292.25;8514.38964844
BAHIA;RIBEIRA DO POMBAL;49263;244964.375;4972.58007812
TOCANTINS;FILADÉLFIA;7978;58334.25390625;7311.89013672
RIO GRANDE DO SUL;CAPELA DE SANTANA;11617;89798.734375;7729.93994141
RIO GRANDE DO SUL;RESTINGA SECA;15885;227745.25;14337.12988281
PIAUÍ;SÃO MIGUEL DO TAPUIO;19831;56574.91015625;2852.85009766
SÃO PAULO;MARINÓPOLIS;2158;26659.51367188;12353.80957031
RIO GRANDE DO SUL;ITATI;2720;17316.42773438;6366.33007812
RIO GRANDE DO SUL;RIO DOS ÍNDIOS;4192;41633.12109375;9931.5703125
MARANHÃO;SÃO LUÍS GONZAGA DO MARANHÃO;19877;96742.3984375;4867.04980469
TOCANTINS;ALMAS;7605;40679.22265625;5349.00976562
PIAUÍ;CAMPO ALEGRE DO FIDALGO;4647;13968.11035156;3005.83007812
MINAS GERAIS;NOVA PORTEIRINHA;7597;64863.109375;8537.99023438
MARANHÃO;SÃO PEDRO DA ÁGUA BRANCA;11481;65256.91796875;5683.91015625
MINAS GERAIS;JUIZ DE FORA;526706;7423138.0;14093.50976562
SANTA CATARINA;MAJOR VIEIRA;7675;126102.9140625;16430.34960938
PARAÍBA;SÃO FRANCISCO;3544;14183.72070312;4002.17993164
SÃO PAULO;MOCOCA;68718;1053969.625;15337.61035156
BAHIA;RETIROLÂNDIA;11798;54673.390625;4634.12011719
RONDÔNIA;MONTE NEGRO;12708;145329.3125;11436.04980469
RIO GRANDE DO SUL;BAGÉ;115745;1165896.5;10072.98046875
PARANÁ;MANDAGUARI;33109;427174.375;12902.05957031
MATO GROSSO DO SUL;APARECIDA DO TABOADO;20623;349331.9375;16938.94921875
CEARÁ;RERIUTABA;19444;70465.125;3624.0
PIAUÍ;JOÃO COSTA;3315;11626.99414062;3507.38989258
BAHIA;CALDEIRÃO GRANDE;13922;43519.43359375;3125.94995117
PARÁ;CACHOEIRA DO PIRIÁ;18777;47205.38671875;2514.0
PARANÁ;ITAGUAJÉ;4589;38368.25390625;8360.91992188
MINAS GERAIS;BUENO BRANDÃO;11212;95530.296875;8520.36035156
GOIÁS;URUANA;14115;125436.234375;8886.73046875
MINAS GERAIS;CARMO DO RIO CLARO;20070;202915.625;10110.40039062
RIO GRANDE DO NORTE;CARNAUBAIS;9712;54461.640625;5607.66015625
MINAS GERAIS;VARZELÂNDIA;19771;78314.7890625;3961.09008789
RONDÔNIA;COLORADO DO OESTE;17822;212184.0;11905.73046875
PARAÍBA;PICUÍ;19359;78050.453125;4031.73999023
RIO GRANDE DO SUL;ERVAL SECO;8196;92426.96875;11277.08007812
PARANÁ;PATO BRAGADO;4947;54275.8828125;10971.46972656
MINAS GERAIS;SILVIANÓPOLIS;6261;61481.84765625;9819.80957031
SÃO PAULO;BURI;18146;246487.109375;13583.54980469
RIO GRANDE DO NORTE;JANDUÍS;5562;25795.89648438;4637.87988281
CEARÁ;MILAGRES;28077;104356.4375;3716.79003906
GOIÁS;MIMOSO DE GOIÁS;2941;29721.85351562;10106.04003906
SANTA CATARINA;ÁGUAS FRIAS;2641;56920.30078125;21552.56054688
MARANHÃO;GOVERNADOR NUNES FREIRE;24520;82837.78125;3378.37988281
PIAUÍ;CAXINGÓ;5270;19456.99414062;3692.0300293
RIO DE JANEIRO;COMENDADOR LEVY GASPARIAN;8839;150088.640625;16980.26953125
PARANÁ;GUAÍRA;29664;327709.34375;11047.37988281
BAHIA;SANTANA;27259;116221.203125;4263.58984375
MINAS GERAIS;MERCÊS;10902;54027.89453125;4955.77978516
SÃO PAULO;JOANÓPOLIS;11169;133914.796875;11989.86035156
RIO DE JANEIRO;SUMIDOURO;15313;206854.375;13508.41992188
MINAS GERAIS;MORADA NOVA DE MINAS;8750;76796.5234375;8776.75
SANTA CATARINA;MODELO;3862;48248.37109375;12493.11035156
SÃO PAULO;PRESIDENTE BERNARDES;15382;147201.09375;9569.70019531
BAHIA;SANTO AMARO;58387;307409.65625;5265.04003906
PIAUÍ;CANAVIEIRA;4093;14949.34375;3652.41992188
RIO GRANDE DO SUL;CATUÍPE;9611;153886.890625;16011.54003906
MARANHÃO;SÃO JOÃO DO SOTER;17326;46917.0703125;2707.89990234
PIAUÍ;DEMERVAL LOBÃO;13232;35422.94140625;2677.07006836
ACRE;MANOEL URBANO;7505;61478.73046875;8191.70019531
GOIÁS;IPAMERI;24021;455039.1875;18943.390625
RIO GRANDE DO SUL;PALMARES DO SUL;11998;176851.203125;14740.05957031
SERGIPE;SÃO DOMINGOS;10555;49973.58984375;4734.58984375
SÃO PAULO;ANHUMAS;3947;37064.9296875;9390.66015625
TOCANTINS;SANTA RITA DO TOCANTINS;2377;32751.5625;13778.53027344
AMAZONAS;RIO PRETO DA EVA;26847;216235.546875;8054.37011719
SERGIPE;JAPOATÃ;14027;77486.8359375;5524.12011719
PARÁ;CAPITÃO POÇO;52797;160230.15625;3034.83007812
RIO GRANDE DO SUL;LAGOA VERMELHA;28236;408302.03125;14460.33984375
SÃO PAULO;BRAÚNA;5043;40781.84375;8086.81982422
PARÁ;PRAINHA;26570;109358.3515625;4115.85986328
PARAÍBA;RIO TINTO;23788;135686.15625;5703.97021484
MINAS GERAIS;NOVA BELÉM;3532;27054.96875;7659.95996094
SERGIPE;SANTO AMARO DAS BROTAS;12140;67334.578125;5546.50976562
PARANÁ;CRUZEIRO DO IGUAÇU;4225;41468.546875;9815.04003906
MARANHÃO;IGARAPÉ GRANDE;11121;44660.359375;4015.86010742
RIO GRANDE DO SUL;SÃO PAULO DAS MISSÕES;6767;76172.8046875;11256.50976562
RIO GRANDE DO SUL;COLINAS;2470;28712.453125;11624.46972656
RIO DE JANEIRO;LAJE DO MURIAÉ;7997;75228.75;9407.12011719
MINAS GERAIS;NAZARENO;8096;90727.484375;11206.45996094
PERNAMBUCO;ÁGUAS BELAS;39672;151340.671875;3814.80004883
SÃO PAULO;SANTA CRUZ DA ESPERANÇA;1733;31603.69140625;18236.41015625
PERNAMBUCO;TAMANDARÉ;18999;112841.03125;5939.31005859
MINAS GERAIS;CORONEL XAVIER CHAVES;3303;26762.91796875;8102.60986328
PERNAMBUCO;SANTA MARIA DA BOA VISTA;41745;234438.703125;5615.97021484
RIO GRANDE DO SUL;SÉRIO;2387;26267.9765625;11004.59960938
MINAS GERAIS;DESTERRO DO MELO;3302;20436.48242188;6189.12011719
SANTA CATARINA;CHAPADÃO DO LAGEADO;2882;47381.171875;16440.38085938
ALAGOAS;MATA GRANDE;25309;70679.9765625;2792.67993164
PARÁ;MONTE ALEGRE;63941;253144.65625;3959.04003906
MINAS GERAIS;GUIMARÂNIA;7322;77487.75;10582.87011719
PIAUÍ;ESPERANTINA;37520;133921.484375;3569.34008789
MATO GROSSO DO SUL;PONTA PORÃ;75941;821485.875;10817.41992188
PARÁ;PALESTINA DO PARÁ;7301;30205.0859375;4137.12011719
MARANHÃO;SANTANA DO MARANHÃO;11170;37810.55078125;3385.01000977
TOCANTINS;LUZINÓPOLIS;2959;16670.63671875;5633.87011719
